real,imag
-1.319463324386210879e+06,3.141423909596444446e+02
-1.319463324386210879e+06,-3.141423909596445014e+02
-1.000000000565806840e+05,0.000000000000000000e+00
-1.000000000001832232e+05,0.000000000000000000e+00
-9.910383741066545190e+04,3.138529712960534539e+02
-9.910383741066545190e+04,-3.138529712960533971e+02
-9.895987302451833966e+04,3.175492138466440224e+02
-9.895987302451833966e+04,-3.175492138466439656e+02
-6.995897059088644164e+04,0.000000000000000000e+00
-1.000000000000005239e+05,0.000000000000000000e+00
-2.991707980517045507e+04,0.000000000000000000e+00
-9.999999999999981083e+04,0.000000000000000000e+00
-1.000000000000000000e+05,0.000000000000000000e+00
-9.999999999999784632e+04,0.000000000000000000e+00
-1.006157857455856356e+04,3.177067612637589189e+00
-1.006157857455856538e+04,-3.177067612637589189e+00
-1.000000000000017462e+05,0.000000000000000000e+00
-3.382034002072029466e+02,5.373256657402535893e+03
-3.382034002072028329e+02,-5.373256657402534984e+03
-1.352437100151269647e+02,5.307521023537591645e+03
-1.352437100151269362e+02,-5.307521023537591645e+03
-3.401171702059660902e+02,4.884141468934158183e+03
-3.401171702059660902e+02,-4.884141468934157274e+03
-1.314923476668440117e+02,4.680736174241604203e+03
-1.314923476668440117e+02,-4.680736174241605113e+03
-5.256328115485508761e+02,4.537543893391209167e+03
-5.256328115485509898e+02,-4.537543893391209167e+03
-5.070209126357962646e+02,3.964946596408539335e+03
-5.070209126357963214e+02,-3.964946596408539790e+03
-5.749224147556904541e+01,3.843171941039115609e+03
-5.749224147556904541e+01,-3.843171941039115154e+03
-2.639790714617553746e+01,3.214749756386575882e+03
-2.639790714617554102e+01,-3.214749756386575427e+03
-5.646307843714041610e+02,2.907220211156661207e+03
-5.646307843714040473e+02,-2.907220211156661207e+03
-4.605164698123954281e+02,2.570222647639830484e+03
-4.605164698123953713e+02,-2.570222647639830939e+03
-5.245097297527551063e+02,2.251632483628215596e+03
-5.245097297527549927e+02,-2.251632483628215596e+03
-3.872733450129509265e+02,2.211488446553233643e+03
-3.872733450129508697e+02,-2.211488446553233643e+03
-4.592075325168952418e+02,1.967999204939638730e+03
-4.592075325168952418e+02,-1.967999204939638503e+03
-1.590820663743889327e+03,0.000000000000000000e+00
-3.161212887674347485e+02,1.563703725003707405e+03
-3.161212887674347485e+02,-1.563703725003707632e+03
-1.552803119894250301e+02,1.159607073987288231e+03
-1.552803119894250301e+02,-1.159607073987288231e+03
-1.023134912268992480e+03,0.000000000000000000e+00
-1.038296340402869475e+02,8.087531407036045721e+02
-1.038296340402869475e+02,-8.087531407036044584e+02
-5.469463240008790450e+01,3.141418914012455730e+02
-5.469463240008790450e+01,-3.141418914012455730e+02
-2.373864866192723966e+01,2.732600299585753305e+02
-2.373864866192723611e+01,-2.732600299585753874e+02
-2.832034702343003474e+00,3.131931716378811643e+02
-2.832034702343003918e+00,-3.131931716378812212e+02
-1.188571572592708625e+00,3.141596496033753851e+02
-1.188571572592708403e+00,-3.141596496033753851e+02
-1.046583565573157237e+00,3.141421840006068464e+02
-1.046583565573157459e+00,-3.141421840006069033e+02
-2.443505992047009840e+02,2.112892757990801229e+01
-2.443505992047009840e+02,-2.112892757990800519e+01
-1.008069603516091490e+02,0.000000000000000000e+00
-6.676268864539619585e+01,0.000000000000000000e+00
-6.240362777978646136e+00,2.200632069263902579e+01
-6.240362777978646136e+00,-2.200632069263902935e+01
-4.008810813224130953e+01,0.000000000000000000e+00
-3.155112371727514997e+01,0.000000000000000000e+00
-2.111139588840342896e+01,0.000000000000000000e+00
-1.325226301855107280e+01,1.926589409198643521e+00
-1.325226301855107458e+01,-1.926589409198643077e+00
-1.995156493055883384e+00,1.737524284446300582e+00
-1.995156493055883384e+00,-1.737524284446300138e+00
-1.977654156560786358e-01,0.000000000000000000e+00
-1.032421326285087426e+00,8.108725795698058514e-01
-1.032421326285087426e+00,-8.108725795698059624e-01
-3.333333336159589599e+00,0.000000000000000000e+00
-2.414069397065328193e+00,0.000000000000000000e+00
-1.624285767516263634e+00,0.000000000000000000e+00
-8.002465155020905829e-01,0.000000000000000000e+00
-8.003646899485276078e-01,0.000000000000000000e+00
-9.946798611144474833e+00,0.000000000000000000e+00
-1.045971868726614318e+01,0.000000000000000000e+00
-1.047313669569368599e+01,1.762794251550782194e-03
-1.047313669569368599e+01,-1.762794251550781977e-03
-1.047190582396441982e+01,0.000000000000000000e+00
-1.047196249197107853e+01,0.000000000000000000e+00
